"28" ,10 ,"Fremont" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,309 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,60 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,19 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,6 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,2 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,87 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,53 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,21 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,13 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,3 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,1 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,91 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,2 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,2 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,1 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,5 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,309 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,38 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,14 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,5 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,2 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,59 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,80 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,27 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,12 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,3 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,123 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,309 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,57 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,25 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,7 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,90 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,61 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,16 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,13 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,4 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,95 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,1 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,309 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,74 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,27 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,9 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,2 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,112 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,4 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,3 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,11 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
