"1" ,10 ,"Beaver #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,113 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,41 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,8 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,10 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,60 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,12 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,3 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,17 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,113 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,28 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,3 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,6 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,37 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,24 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,8 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,4 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,2 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,38 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,113 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,28 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,7 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,6 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,42 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,22 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,4 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,3 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,30 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,113 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"YES" ,"012020" ,"NP" ,32 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"YES" ,"012020" ,"NP" ,3 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"YES" ,"012020" ,"NP" ,7 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"YES" ,"012020" ,"NP" ,2 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"YES" ,"012020" ,"NP" ,44 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"NO" ,"012010" ,"NP" ,23 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"NO" ,"012010" ,"NP" ,8 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"NO" ,"012010" ,"NP" ,4 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"NO" ,"012010" ,"NP" ,0 ,
"1" ,40 ,"Greenville" ,"SPECIAL BOND" ,"012000" ,"NP" ,"NO" ,"012010" ,"NP" ,35 ,
"1" ,50 ,"Milford #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,240 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,6 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,2 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,8 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,6 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,5 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,11 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"1" ,50 ,"Milford #1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,240 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,36 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,20 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,57 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,58 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,18 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,1 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,77 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,9 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,3 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,12 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,240 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"KAREN HYER" ,"300064" ,"DEM" ,31 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"KAREN HYER" ,"300064" ,"DEM" ,18 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"KAREN HYER" ,"300064" ,"DEM" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"KAREN HYER" ,"300064" ,"DEM" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"KAREN HYER" ,"300064" ,"DEM" ,50 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JASON CHAFFETZ" ,"300061" ,"REP" ,66 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JASON CHAFFETZ" ,"300061" ,"REP" ,19 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JASON CHAFFETZ" ,"300061" ,"REP" ,2 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JASON CHAFFETZ" ,"300061" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JASON CHAFFETZ" ,"300061" ,"REP" ,87 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"DOUGLAS SLIGTING" ,"300073" ,"CON" ,3 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"DOUGLAS SLIGTING" ,"300073" ,"CON" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"DOUGLAS SLIGTING" ,"300073" ,"CON" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"DOUGLAS SLIGTING" ,"300073" ,"CON" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"DOUGLAS SLIGTING" ,"300073" ,"CON" ,4 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JAKE SHANNON" ,"300070" ,"LIB" ,3 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JAKE SHANNON" ,"300070" ,"LIB" ,2 ,
