"22" ,10 ,"Abraham" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"YES" ,"302624" ,"NP" ,133 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"YES" ,"302624" ,"NP" ,19 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"YES" ,"302624" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"YES" ,"302624" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"YES" ,"302624" ,"NP" ,159 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"NO" ,"302621" ,"NP" ,31 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"NO" ,"302621" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"NO" ,"302621" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"NO" ,"302621" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"NO" ,"302621" ,"NP" ,38 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,132 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,17 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,156 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,31 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,9 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,40 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,131 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,19 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,157 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,32 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,39 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,134 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,19 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,160 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,30 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,37 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,133 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,19 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,159 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,32 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,39 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,134 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,21 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,162 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,30 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,5 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,35 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,44 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,2 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,53 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,142 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,20 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,6 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,168 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
