13	10	KANAB 1A&B 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	Registered Voters 	 	NP 	389
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	LAMONT W. SMITH 	130020	REP 	195
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	LAMONT W. SMITH 	130020	REP 	7
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	LAMONT W. SMITH 	130020	REP 	11
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	LAMONT W. SMITH 	130020	REP 	2
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	LAMONT W. SMITH 	130020	REP 	215
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	Write-in  	130021	NP 	4
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	Write-in  	130021	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	Write-in  	130021	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	Write-in  	130021	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY SHERIFF 	130019	NP 	Write-in  	130021	NP 	4
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Registered Voters 	 	NP 	389
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	GEORGIA BACA 	130023	REP 	192
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	GEORGIA BACA 	130023	REP 	5
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	GEORGIA BACA 	130023	REP 	12
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	GEORGIA BACA 	130023	REP 	2
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	GEORGIA BACA 	130023	REP 	211
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Write-in 	130024	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Write-in 	130024	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Write-in 	130024	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Write-in 	130024	NP 	0
13	70	ORDERVILLE /  MC A&B 	COUNTY TREASURER 	130022	NP 	Write-in 	130024	NP 	0
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Registered Voters 	 	NP 	389
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	DUSTIN L. COX 	130029	NP 	75
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	DUSTIN L. COX 	130029	NP 	7
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	DUSTIN L. COX 	130029	NP 	9
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	DUSTIN L. COX 	130029	NP 	0
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	DUSTIN L. COX 	130029	NP 	91
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	BRIAN GOULDING 	130030	NP 	127
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	BRIAN GOULDING 	130030	NP 	2
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	BRIAN GOULDING 	130030	NP 	4
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	BRIAN GOULDING 	130030	NP 	2
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	BRIAN GOULDING 	130030	NP 	135
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Write-in 	130031	NP 	1
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Write-in 	130031	NP 	0
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Write-in 	130031	NP 	0
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Write-in 	130031	NP 	0
13	70	ORDERVILLE /  MC A&B 	SCHOOL BOARD DISTRICT 5 	130028	NP 	Write-in 	130031	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	Registered Voters 	 	NP 	389
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	YES 	302124	NP 	152
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	YES 	302124	NP 	6
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	YES 	302124	NP 	8
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	YES 	302124	NP 	2
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	YES 	302124	NP 	168
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	NO 	302121	NP 	26
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	NO 	302121	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	NO 	302121	NP 	1
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	NO 	302121	NP 	0
13	70	ORDERVILLE /  MC A&B 	APPEALS / THORNE 	302120	NP 	NO 	302121	NP 	28
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Registered Voters 	 	NP 	389
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	YES 	302744	NP 	161
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	YES 	302744	NP 	6
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	YES 	302744	NP 	9
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	YES 	302744	NP 	2
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	YES 	302744	NP 	178
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	NO 	302741	NP 	20
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	NO 	302741	NP 	1
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	NO 	302741	NP 	0
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	NO 	302741	NP 	0
13	70	ORDERVILLE /  MC A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	NO 	302741	NP 	21
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Registered Voters 	 	NP 	389
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	YES 	130033	NP 	172
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	YES 	130033	NP 	9
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	YES 	130033	NP 	11
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	YES 	130033	NP 	2
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	YES 	130033	NP 	194
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	NO 	130034	NP 	24
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	NO 	130034	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	NO 	130034	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	NO 	130034	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	NO 	130034	NP 	26
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Registered Voters 	 	NP 	389
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	YES 	130036	NP 	162
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	YES 	130036	NP 	6
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	YES 	130036	NP 	10
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	YES 	130036	NP 	2
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	YES 	130036	NP 	180
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	NO 	130037	NP 	27
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	NO 	130037	NP 	3
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	NO 	130037	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	NO 	130037	NP 	0
13	70	ORDERVILLE /  MC A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	NO 	130037	NP 	30
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	389
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	152
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	5
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	8
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	2
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	167
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	21
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	1
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	0
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	0
13	70	ORDERVILLE /  MC A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	22
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	389
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	115
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	6
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	6
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	2
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	129
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	70
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	5
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	2
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	0
13	70	ORDERVILLE /  MC A&B 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	77
