"26" ,10 ,"Heber 1.1 " ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,34 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,345 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,81 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,35 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,5 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,121 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,19 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,5 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,24 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,345 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,68 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,17 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,3 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,88 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,41 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,25 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,4 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,70 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,345 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,95 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,37 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,8 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,140 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,16 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,6 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,22 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,345 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,65 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,31 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,6 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,102 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,44 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,12 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,2 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,58 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,345 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,84 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,30 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,8 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,122 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,26 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,13 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,0 ,
"26" ,200 ,"Midway 13.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,39 ,
"26" ,210 ,"Co. Midway 13.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,19 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,2 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,2 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,19 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,4 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,4 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,19 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,2 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,2 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,0 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,2 ,
"26" ,210 ,"Co. Midway 13.2" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,2 ,
