27	720	SG38 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
27	830	VE80.3 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	1
27	830	VE80.3 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	34
27	830	VE80.3 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	0
27	830	VE80.3 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	0
27	830	VE80.3 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	1
27	830	VE80.3 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	34
27	830	VE80.3 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	0
27	830	VE80.3 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	0
27	830	VE80.3 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	1
27	830	VE80.3 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	29
27	830	VE80.3 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	0
27	830	VE80.3 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	0
27	830	VE80.3 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	1
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	35
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	0
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	0
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	1
27	830	VE80.3 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	33
27	830	VE80.3 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	0
27	830	VE80.3 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	0
27	830	VE80.3 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	27
27	830	VE80.3 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	1
27	830	VE80.3 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	12
27	830	VE80.3 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	830	VE80.3 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	830	VE80.3 	County Treasurer 	270008	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Treasurer 	270008	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Treasurer 	270008	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Treasurer 	270008	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	County Treasurer 	270008	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Treasurer 	270008	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Treasurer 	270008	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Treasurer 	270008	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	County Treasurer 	270008	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Treasurer 	270008	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Treasurer 	270008	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Treasurer 	270008	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	County Treasurer 	270008	NP 	DAVID A. WHITEHEAD 	271016	REP 	1
27	830	VE80.3 	County Treasurer 	270008	NP 	DAVID A. WHITEHEAD 	271016	REP 	25
27	830	VE80.3 	County Treasurer 	270008	NP 	DAVID A. WHITEHEAD 	271016	REP 	0
27	830	VE80.3 	County Treasurer 	270008	NP 	DAVID A. WHITEHEAD 	271016	REP 	0
27	830	VE80.3 	County Treasurer 	270008	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Treasurer 	270008	NP 	Write-in 20 	 	NP 	2
27	830	VE80.3 	County Treasurer 	270008	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	County Treasurer 	270008	NP 	Write-in 20 	 	NP 	0
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	YES 	302124	NP 	1
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	YES 	302124	NP 	31
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	YES 	302124	NP 	0
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	YES 	302124	NP 	0
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	NO 	302121	NP 	0
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	NO 	302121	NP 	3
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	NO 	302121	NP 	0
27	830	VE80.3 	"William A Thorne, Jr "	302120	NP 	NO 	302121	NP 	0
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	YES 	302684	NP 	1
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	YES 	302684	NP 	28
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	YES 	302684	NP 	0
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	YES 	302684	NP 	0
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	NO 	302681	NP 	0
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	NO 	302681	NP 	4
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	NO 	302681	NP 	0
27	830	VE80.3 	G. Rand Beacham 	302680	NP 	NO 	302681	NP 	0
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	YES 	302704	NP 	1
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	YES 	302704	NP 	33
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	YES 	302704	NP 	0
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	YES 	302704	NP 	0
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	NO 	302701	NP 	0
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	NO 	302701	NP 	1
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	NO 	302701	NP 	0
27	830	VE80.3 	Hans Q. Chamberlain 	302700	NP 	NO 	302701	NP 	0
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	YES 	302724	NP 	1
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	YES 	302724	NP 	31
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	YES 	302724	NP 	0
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	YES 	302724	NP 	0
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	NO 	302721	NP 	0
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	NO 	302721	NP 	2
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	NO 	302721	NP 	0
27	830	VE80.3 	Thomas M. Higbee 	302720	NP 	NO 	302721	NP 	0
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Paul E. Dame 	270013	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Paul E. Dame 	270013	NP 	YES 	271025	NP 	0
27	830	VE80.3 	Paul E. Dame 	270013	NP 	YES 	271025	NP 	31
27	830	VE80.3 	Paul E. Dame 	270013	NP 	YES 	271025	NP 	0
27	830	VE80.3 	Paul E. Dame 	270013	NP 	YES 	271025	NP 	0
27	830	VE80.3 	Paul E. Dame 	270013	NP 	NO 	271026	NP 	1
27	830	VE80.3 	Paul E. Dame 	270013	NP 	NO 	271026	NP 	2
27	830	VE80.3 	Paul E. Dame 	270013	NP 	NO 	271026	NP 	0
27	830	VE80.3 	Paul E. Dame 	270013	NP 	NO 	271026	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	YES 	271027	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	YES 	271027	NP 	29
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	YES 	271027	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	YES 	271027	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	NO 	271028	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	NO 	271028	NP 	4
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	NO 	271028	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270014	NP 	NO 	271028	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	YES 	271029	NP 	1
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	YES 	271029	NP 	26
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	YES 	271029	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	YES 	271029	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	NO 	271030	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	NO 	271030	NP 	3
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	NO 	271030	NP 	0
27	830	VE80.3 	Douglas Whitlock 	270015	NP 	NO 	271030	NP 	0
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	Registered Voters 	 	NP 	0
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	YES 	271031	NP 	1
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	YES 	271031	NP 	27
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	YES 	271031	NP 	0
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	YES 	271031	NP 	0
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	NO 	271032	NP 	0
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	NO 	271032	NP 	1
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	NO 	271032	NP 	0
27	830	VE80.3 	Karlin S. Myers 	270016	NP 	NO 	271032	NP 	0
27	830	VE80.3 	Kenneth E. Armstrong 	270017	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Kenneth E. Armstrong 	270017	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Kenneth E. Armstrong 	270017	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Kenneth E. Armstrong 	270017	NP 	Number of Precincts for Race 	 	NP 	1
27	830	VE80.3 	Kenneth E. Armstrong 	270017	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Kenneth E. Armstrong 	270017	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Kenneth E. Armstrong 	270017	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Kenneth E. Armstrong 	270017	NP 	Number of Precincts Reporting 	 	NP 	1
27	830	VE80.3 	Kenneth E. Armstrong 	270017	NP 	Registered Voters 	 	NP 	0
